[0003.38-0007.54] 同学们好,欢迎大家来到我的计算机组成员里维克堂
[0139.81-0143.65] 直接从指令寄存器IR中获取操作术
[0143.65-0146.61] 而无需访问其他存储单元
[0146.94-0148.14] 从上所述
[0148.14-0150.78] 可以得到立即寻止方式的特点
[0150.78-0153.74] 那就是取操作术快
[0153.74-0156.62] 但形式地址自断的位宽有限
[0156.62-0159.70] 限制了操作术的表示范围
[0159.70-0160.98] 立即寻止方式
[0160.98-0164.00] 一般用于给辨量付出值
[0164.00-0164.88] 例如
[0164.88-0166.72] 这是InternX86中
[0166.72-0169.79] 才用立即寻止方式的指令举例
[0169.79-0173.15] 将16进至立即数5132408
[0173.15-0177.07] 送入了32位通用寄存器EAX
[0177.15-0179.95] 也许有的同学已经看出来了
[0179.95-0181.15] 这条指令中
[0181.15-0184.35] 包含了高老师对大家的祝福
[0184.35-0185.15] 好的
[0185.15-0187.97] 再来看直接寻止方式
[0187.97-0190.45] 指令中的寻止方式自断的值
[0190.45-0191.73] 就是用来表明
[0191.73-0193.81] 直接寻止方式的特征码
[0193.81-0195.63] 例如001
[0195.63-0196.59] 这表明
[0196.59-0198.83] 指令中形式地址自断的值
[0198.83-0201.34] 是操作术的主存地址
[0201.34-0202.62] 从上所述
[0202.62-0204.46] 在直接寻止方式下
[0204.46-0205.90] 操作术与指令
[0205.90-0208.74] 是分开存放在主存中的
[0208.74-0210.72] 例如下途所示
[0210.72-0213.04] 这是存放在主存中的某条
[0213.04-0215.10] 直接寻止指令
[0215.10-0217.18] 这是存放在主存中的
[0217.18-0219.58] 该指令的操作术
[0219.58-0222.30] 该指令中的形式地址自断的值
[0222.30-0225.25] 给出了操作术的主存地址
[0225.25-0226.53] 因此可知
[0226.53-0228.21] 在取与指令时
[0228.21-0230.37] 操作术不会随指令液体
[0230.37-0232.85] 被读取并送到CPU内的
[0232.85-0235.49] 指令寄存器IR中
[0235.49-0237.17] 在指令执行时
[0237.33-0239.01] 需要访问一次主存
[0239.01-0241.33] 来获取操作术
[0241.33-0242.61] 从上所述
[0242.61-0245.47] 可以得到直接寻止方式的特点
[0245.47-0246.51] 那就是
[0246.51-0248.43] 操作术的地址直观
[0248.43-0251.46] 无需专门计算操作术的地址
[0251.46-0252.34] 但是
[0252.34-0254.90] 形式地址自断的位宽有限
[0254.90-0257.86] 限制了操作术的表示范围
[0257.86-0258.74] 另外
[0258.74-0261.30] 操作术的地址位于指令中
[0261.30-0263.73] 因此不方便修改
[0263.73-0266.21] 下面给出的是Intel x86中
[0266.21-0269.47] 采用直接寻止方式的指令举例
[0269.47-0271.63] 从16进至主存地址
[0271.63-0273.39] 5132408处
[0273.39-0275.95] 读取一个32位的操作术
[0275.95-0277.39] 并将该操作术
[0277.39-0281.46] 送入32位通用寄存器Dax
[0281.46-0284.53] 再来看寄存器寻止方式
[0284.53-0287.09] 指令中的寻止方式自断的值
[0287.09-0288.37] 就是用来表明
[0288.37-0290.85] 寄存器寻止方式的特征码
[0290.85-0292.61] 例如010
[0292.61-0293.65] 这表明
[0293.65-0295.89] 指令中形式地址自断的值
[0295.89-0297.01] 是操作术
[0297.01-0299.50] 所在通用寄存器的编号
[0299.50-0300.86] 通常所说
[0300.86-0303.02] 在寄存器寻止方式下
[0303.02-0306.53] 操作术与指令是分开存放的
[0306.53-0308.69] 操作术存放在CPU内的
[0308.69-0310.77] 某个通用寄存器中
[0310.77-0313.86] 而指令存放在主存中
[0313.86-0316.42] 指令中的形式地址自断的值
[0316.42-0317.94] 给出的是操作术
[0317.94-0320.34] 所在通用寄存器的编号
[0320.34-0322.18] 例如下屠所示
[0322.18-0324.10] 这是存放在主存中的
[0324.10-0326.90] 某条寄存器寻止指令
[0326.90-0330.27] 这是CPU内的通用寄存器组
[0330.27-0332.83] 这是存放在某个通用寄存器中的
[0332.83-0334.56] 操作术
[0334.56-0337.28] 主存中的这条寄存器寻止指令的
[0337.28-0339.20] 形式地址自断的值
[0339.20-0341.28] 给出了该指令的操作术
[0341.28-0344.48] 所在的通用寄存器的编号
[0344.48-0345.84] 因此可知
[0345.84-0347.52] 在取指令时
[0347.52-0350.80] 操作术不会随指令一起被读取
[0350.80-0352.40] 并送到CPU内的
[0352.40-0354.90] 指令寄存器IR中
[0354.98-0356.82] 而在指令执行时
[0356.82-0358.90] 只需要访问寄存器
[0358.90-0361.30] 不需要访问慢速主存
[0361.30-0363.60] 来获取操作术
[0363.60-0364.80] 综上所说
[0364.80-0368.19] 可以得到寄存器寻止方式的特点
[0368.19-0370.43] 那就是获取操作术
[0370.43-0372.83] 不需要访问慢速主存
[0372.83-0374.83] 而是从寄存器获取
[0374.83-0377.22] 指令执行速度快
[0377.22-0378.18] 另外
[0378.18-0380.90] 由于通用寄存器的数量上
[0380.90-0385.14] 因此所需的形式地址自断的位数就上
[0385.22-0387.46] 有利于缩短指令自长
[0387.46-0389.74] 节省存储空间
[0389.74-0390.78] 但是
[0390.78-0392.78] 也正是由于这个原因
[0392.78-0394.70] 导致寄存器寻止
[0394.70-0398.72] 不能为大量的操作术提高存储服务
[0398.72-0400.12] 下面给出的是
[0400.12-0401.52] 英特尔X86中
[0401.52-0405.17] 采用寄存器寻止方式的指令举例
[0405.17-0407.25] 将32位通用寄存器
[0407.25-0408.93] EBX中的内容
[0408.93-0413.74] 送入32位通用寄存器EAX
[0413.74-0416.85] 再来看间接寻止方式
[0416.93-0419.41] 指令中的寻止方式自断的值
[0419.41-0420.85] 就是用来表明
[0420.85-0423.17] 间接寻止方式的特征码
[0423.17-0425.14] 例如011
[0425.14-0426.10] 这表明
[0426.10-0428.26] 指令中形式地址自断的值
[0428.26-0430.94] 是操作术的间接地址
[0430.94-0432.94] 在间接寻止方式下
[0432.94-0434.54] 操作术与指令
[0434.54-0437.39] 是分开存放在主存中的
[0437.39-0439.79] 指令中的形式地址自断的值
[0439.79-0442.99] 给出的不是操作术的有效地址
[0442.99-0446.02] 而是操作术的间接地址
[0446.02-0447.78] 间接地址所指向的
[0447.78-0449.54] 主存单元中的内容
[0449.54-0452.50] 才是操作术的有效地址
[0452.50-0455.41] 例如下属所示
[0455.41-0457.17] 这是存放在主存中的
[0457.17-0460.43] 某条间接寻止指令
[0460.43-0462.35] 这是存放在主存中的
[0462.35-0465.34] 操作术的有效地址
[0465.34-0468.90] 这是存放在主存中的操作术
[0468.90-0470.26] 上述三者
[0470.26-0473.42] 存放在主存的不同位置
[0473.42-0475.98] 指令中的形式地址自断的值
[0475.98-0478.96] 给出了操作术的间接地址
[0478.96-0480.72] 间接地址所指向的
[0480.72-0482.56] 主存单元中的内容
[0482.56-0485.26] 是操作术的有效地址
[0485.26-0487.26] 通过操作术的有效地址
[0487.26-0490.99] 就可以访问主存中的操作术了
[0490.99-0492.35] 因此可知
[0492.35-0494.03] 在取指令时
[0494.03-0496.43] 操作术不会随指令一切
[0496.43-0499.15] 被读取并送到CPU内的
[0499.15-0501.89] 指令计存器iR中
[0501.89-0503.73] 在指令执行时
[0503.73-0505.73] 需要访问两次主存
[0505.73-0508.21] 以获取操作术
[0508.21-0509.89] 请同学们注意
[0509.89-0511.25] 右图给出的是
[0511.25-0513.95] 单级间接寻指的示意图
[0513.95-0517.46] 实际上还可有多重间接寻指
[0517.46-0518.82] 有兴趣的同学
[0518.82-0521.62] 可自行采约相关资料
[0521.62-0522.50] 至此
[0522.50-0525.86] 可能有些同学会产生这样的疑问
[0525.86-0526.90] 那就是
[0526.90-0528.58] 为什么要设计出
[0528.58-0529.70] 间接寻指
[0529.70-0534.38] 这样麻烦的操作术寻指方式呢
[0534.38-0536.94] 我们来举例说明
[0536.94-0538.54] 假设机器自长
[0538.54-0539.74] 存储自长
[0539.74-0540.86] 指令自长等
[0540.86-0542.94] 都是32位
[0542.94-0544.30] 间接寻指指令中的
[0544.30-0547.54] 形式地址自然的位宽为16位
[0547.54-0548.50] 因此
[0548.50-0549.62] 形式地址
[0549.62-0552.42] 也就是操作术的间接地址
[0552.42-0553.62] 的寻指范围
[0553.62-0555.22] 为2的16四方
[0555.22-0557.06] 等于6536
[0557.06-0559.50] 也就是64K
[0559.50-0561.10] 通过形式地址
[0561.10-0562.30] 可找到存放
[0562.30-0565.25] 操作术有效地址的存储单元
[0565.25-0568.61] 由于存储自长为32位
[0568.61-0569.49] 因此
[0569.49-0571.01] 操作术的有效地址
[0571.01-0572.61] 为32位
[0572.61-0574.29] 相应的寻指范围为
[0574.29-0575.57] 2的32方
[0575.57-0577.60] 等于4G
[0577.60-0579.84] 请同学们思考一下
[0579.84-0581.44] 如果本地采用的是
[0581.44-0583.20] 直接寻指方式
[0583.20-0585.04] 则操作术的寻指范围
[0585.04-0588.75] 是多大呢
[0588.75-0589.79] 我们知道
[0589.79-0591.95] 对于直接寻指方式
[0591.95-0593.63] 形式地址给出的
[0593.63-0595.15] 直接就是操作术的
[0595.15-0596.66] 主存地址
[0596.66-0597.86] 由于本地中
[0597.86-0599.06] 形式地址自断的
[0599.06-0600.90] 位宽为16位
[0600.90-0601.70] 因此
[0601.70-0603.46] 操作术的寻指范围为
[0603.46-0604.82] 2的16方
[0604.82-0606.26] 等于65536
[0606.26-0608.58] 也就是64K
[0608.58-0609.78] 综上所说
[0609.78-0610.50] 可以得到
[0610.50-0612.69] 间接寻指方式的特点
[0612.69-0613.73] 那就是
[0613.73-0615.73] 相较于直接寻指
[0615.73-0617.65] 能用矯短的形式地址
[0617.65-0618.85] 访问矯大的
[0618.85-0620.40] 主存空间
[0620.40-0623.12] 当需要修改操作术地址时
[0623.12-0624.40] 不再需要改变
[0624.40-0626.48] 指令中的形式地址
[0626.48-0627.44] 只需要修改
[0627.44-0628.40] 形式地址
[0628.40-0629.28] 所指向的
[0629.28-0631.04] 主存单元的内容
[0631.04-0632.56] 也就是操作术的
[0632.72-0634.43] 有效地址
[0634.43-0635.23] 然而
[0635.23-0637.15] 采用间接寻指方式
[0637.15-0638.91] 在指令执行时
[0638.91-0641.07] 需要访问两次主存
[0641.07-0643.15] 以获取操作术
[0643.15-0644.35] 降低了指令的
[0644.35-0646.37] 执行速度
[0646.37-0647.81] 下面给出的是
[0647.81-0649.33] 某计算机架构中
[0649.33-0650.77] 采用间接寻指的
[0650.77-0652.27] 指令距离
[0652.27-0654.19] 从16K至主存地址
[0654.19-0655.71] 5132408
[0655.71-0656.59] 所指向的
[0656.59-0658.03] 存储单元中
[0658.03-0659.23] 取出操作术的
[0659.23-0660.70] 有效地址
[0660.70-0661.74] 从该地址
[0661.74-0662.54] 所指向的
[0662.54-0663.74] 存储单元中
[0663.74-0665.54] 取出操作术
[0665.54-0666.50] 最后送入
[0666.50-0667.94] 32位计存器
[0667.94-0670.26] Eax
[0670.26-0670.90] 再来看
[0670.90-0673.97] 计存器间接寻指方式
[0673.97-0674.69] 指令中的
[0674.69-0676.45] 寻指方式自断的值
[0676.45-0677.81] 就是用来表明
[0677.81-0679.81] 计存器间接寻指方式的
[0679.81-0680.93] 特征码
[0680.93-0682.93] 例如100
[0682.93-0683.97] 这表明
[0683.97-0684.69] 指令中
[0684.69-0686.45] 形式地址自断的值
[0686.45-0687.81] 是用于存放
[0687.81-0689.41] 操作术有效地址的
[0689.41-0691.71] 通用计存器的编号
[0691.71-0694.35] 在计存器间接寻指方式下
[0694.35-0695.95] 操作术与指令
[0695.95-0697.31] 是分开存放在
[0697.31-0699.07] 主存中的
[0699.07-0699.79] 指令中的
[0699.79-0701.63] 形式地址自断的值
[0701.63-0702.27] 给出的
[0702.27-0703.39] 不是操作术的
[0703.39-0704.67] 有效地址
[0704.67-0705.15] 而是
[0705.15-0707.23] 通用计存器的编号
[0707.23-0708.19] 而该编号的
[0708.19-0709.55] 通用计存器
[0709.55-0710.43] 其内容
[0710.43-0711.71] 就是操作术的
[0711.71-0713.26] 主存地址
[0713.26-0715.90] 例如下足所示
[0715.90-0716.94] 这是存放在
[0716.94-0717.98] 主存中的
[0717.98-0718.62] 某条
[0718.62-0719.26] 计存器
[0719.26-0721.47] 间接寻指指令
[0721.47-0722.43] 这是存放在
[0722.43-0724.96] 主存中的操作术
[0724.96-0726.16] 这是CPU内的
[0726.16-0728.22] 通用计存器组
[0728.22-0729.26] 这是存放在
[0729.26-0729.74] 某个
[0729.74-0731.02] 通用计存器中的
[0731.02-0731.82] 操作术的
[0731.82-0733.49] 主存地址
[0733.49-0734.13] 主存中的
[0734.13-0735.33] 这条计存器
[0735.33-0736.53] 间接寻指指令的
[0736.53-0738.45] 形式地址自断的值
[0738.45-0739.01] 给出了
[0739.01-0741.02] 通用计存器编号
[0741.02-0742.22] 而在该编号的
[0742.22-0743.90] 通用计存器中
[0743.90-0744.46] 存放的
[0744.46-0746.06] 就是指令操作术的
[0746.06-0747.73] 有效地址
[0747.73-0748.69] 通过操作术的
[0748.69-0749.89] 有效地址
[0749.89-0750.93] 就可以访问
[0750.93-0751.65] 主存中的
[0751.65-0753.31] 操作术了
[0753.31-0754.67] 因此可知
[0754.75-0756.35] 在取指令时
[0756.35-0757.23] 操作术
[0757.23-0758.67] 不会随指令一切
[0758.67-0759.63] 被读取
[0759.63-0760.43] 并送到
[0760.43-0761.31] CPU内的
[0761.31-0762.35] 指令计存器
[0762.35-0763.92] AR中
[0763.92-0765.76] 在指令执行时
[0765.76-0766.72] 需要访问一次
[0766.72-0767.52] 主存
[0767.52-0770.00] 以获取操作术
[0770.00-0771.28] 通上所说
[0771.28-0772.00] 可以得到
[0772.00-0772.64] 计存器
[0772.64-0773.76] 间接寻指方式的
[0773.76-0774.86] 特点
[0774.86-0775.90] 那就是
[0775.90-0777.26] 具有间接寻指的
[0777.26-0778.46] 优点
[0778.46-0779.26] 也就是
[0779.26-0779.90] 获充了
[0779.90-0780.46] 操作术的
[0780.46-0781.58] 寻指范围
[0781.58-0782.14] 提高了
[0782.14-0784.06] 编程灵活性
[0784.06-0785.34] 还比间接寻指
[0785.34-0787.58] 少访问一次主存
[0787.58-0788.54] 但是
[0788.54-0788.86] 与
[0788.86-0789.74] 计存器寻指的
[0789.74-0791.10] 缺点类似
[0791.10-0791.58] 由于
[0791.58-0792.30] CPU内的
[0792.30-0794.14] 计存器数量有限
[0794.14-0795.02] 因此
[0795.02-0796.78] 计存器间接寻指
[0796.78-0797.34] 不能为
[0797.34-0798.54] 大量的操作术
[0798.54-0798.94] 提供
[0798.94-0799.66] 存储其
[0799.66-0801.87] 主存地址的服务
[0801.87-0803.31] 下面给出的是
[0803.31-0804.83] 英特尔x86中
[0804.83-0805.31] 采用
[0805.31-0805.95] 计存器
[0805.95-0807.23] 间接寻指方式的
[0807.23-0808.93] 指令举例
[0808.93-0809.97] 将32位
[0809.97-0811.25] 通用计存器
[0811.25-0812.45] EDX中
[0812.45-0813.09] 存储的
[0813.09-0814.45] 主存地址
[0814.45-0815.41] 其所指向
[0815.41-0817.09] 主存单元中的内容
[0817.09-0818.61] 送入32位
[0818.61-0819.81] 通用计存器
[0819.81-0820.77] EDX
[0822.40-0823.20] 好的
[0823.20-0823.92] 本节课
[0823.92-0825.92] 到这里就结束了
[0825.92-0826.40] 我们将
[0826.40-0827.04] 本节课的
[0827.04-0828.08] 主要内容
[0828.08-0834.26] 小节如下
[0834.26-0835.22] 同学们
[0835.22-0836.50] 我们下节课见
