[0003.86-0007.76] 同学们好,欢迎大家来到我的计算机组成员里维克堂
[0207.91-0215.04] 数据总线的宽度是指其所包含数据线的数量,与计算机自查、存储自查有关
[0215.04-0223.10] 系统总线中的地址总线,用于传输主存单元或IO端口中的地址,属于单向传输总线
[0223.10-0229.10] 所传输的地址,是数据总线上所传输数据的原地址或目的地址
[0229.10-0238.30] 地址总线的位数是指其所包含地址线的数量,这决定了CPO可直接寻止的主存空间大小
[0238.30-0247.30] 例如,32条地址线,最大寻止空间为2.32方等于4G,这里我们假设寻止单元以字节为单位
[0247.30-0253.46] 那么32条地址线,最大寻止空间的容量为4G字节
[0253.46-0261.46] 系统总线中的控制总线,用于传输控制信号、状态信号、请求信号、握手信号、持续信号等
[0261.46-0266.46] 以便进行总线控制权的协商,控制地址总线和数据总线的使用
[0266.46-0273.55] 控制总线的方向由具体控制信号决定,整体而言可看作是双向传输总线
[0273.55-0282.81] 接下来,我们按信号传输模式对总线进行分类,可分为病情传输总线和串形传输总线
[0282.81-0291.81] 对于病情传输总线,在同一时刻,通过多条病情的信号线,同时传输多个位,也就是多个比特
[0291.81-0300.81] 对于串形传输总线,数据在单条信号线,也就是单串方式或一堆插分线,也就是插分方式
[0300.81-0303.81] 按顺序一位接一位传输
[0303.81-0309.97] 单串方式和插分方式的相关知识,我们在上节课中已经给同学们介绍过了
[0309.97-0311.97] 希望同学们还记得
[0311.97-0320.10] 下面,通过动画方式对病情传输总线和串形传输总线进行对比,以加深同学们的理解
[0320.10-0328.54] 相信同学们都能看懂,我们就不再追数了
[0328.54-0333.54] 代表格进一步对病情传输总线和串形传输总线进行的对比
[0333.54-0341.64] 请同学们暂停播放视频,快速浏览一遍
[0341.64-0346.64] 可能有些同学对表格中时钟偏移这个对比下并不理解
[0346.64-0355.12] 也就是,为什么对于病情传输总线会严重限制其频率上限,多的信号难以对齐呢?
[0355.12-0364.12] 我们以在8位病情数据总线上传输8度信号,以及接触方对这8度信号进行采用的时刻为例,进行说明
[0364.12-0370.12] 该图展示的是,时钟频率为50兆赫兹,8条数据线长度相等的情况
[0370.12-0379.50] 第二幅图展示的是,时钟频率仍为50兆赫兹,在进行PCB布线时,8条数据线未做等长处理
[0379.50-0384.50] 导致8度信号到达接触方的时间偏差,最大有6匹秒
[0384.50-0391.79] 可以看到,这种情况下,对于数据线第三上的信号采样,已经不是那么可靠了
[0391.79-0398.79] 而第三幅图,是在第二幅图所展示的情况下,将时钟频率翻倍为100兆赫兹
[0398.79-0403.79] 也就是表示比特的信号的持续时间,缩短为原来的一半
[0403.79-0411.95] 很显然,这种情况下,对于数据线第一、第三、第五、第七,各自的信号采样,会出现错误
[0411.95-0417.95] 如果同学们观察过计算机主板上的布线,一般都会看到这样的蛇形走线
[0417.95-0423.95] 这样做的目的,就是为了保持一组并行走线中,各条线路都等长
[0423.95-0430.98] 有些同学可能做过高性能介入式板卡开发,那么肯定考虑过信号线等长的问题
[0430.98-0441.02] 请同学们注意,在现代计算机中,高速串形走线已成为系统互联的主流技术,例如PCIE走线
[0441.02-0447.02] 为进一步提升串形传承走线的性能,普遍采用多通道并发技术
[0447.02-0454.02] 也就是将多条物理上独立的串形通道在逻辑上捆绑,使其协同传输数据
[0454.02-0468.02] 这样,何时总线带宽,近似成倍增加,例如PCIE的X4、X8、X16等模式,就分别表示使用了4条、8条、16条通道进行并发传输
[0468.02-0474.02] 需要说明的是,这里我们用并发这个词,是为了与并行总线进行区别
[0474.02-0483.05] 接下来,我们按总线所处位置对总线进行分类,和分为片内总线、系统总线、RU总线、外部总线
[0483.05-0489.11] 片内总线是指,芯片内部各功能部件之间的连接线,也称为片上总线
[0489.11-0496.11] 例如,CPU芯片内部各计存器之间,计存器与运算器之间的数据通路
[0496.11-0503.11] 又例如,控制器与执行部件之间的连接线,以上都属于片内总线
[0503.11-0511.11] 实际上,同学们在之前第六章中央处理器有关数据通路的几次课中,就已经接触过片内总线
[0511.11-0520.27] 需要说明的是,由于现在处理器设计日趋复杂,行业内普遍采用IP盒的模式进行协同开发
[0520.27-0529.40] 这一趋势推动了芯片内部互联接口的标准统一,由此形成了若干广泛应用的片上互联总线规范
[0529.40-0539.40] ARM公司推出的AMBA总线,就是典型的代表,如族所示,这是某种与Cartex M3为核心的ARM处理器的系统结构图
[0539.40-0549.40] 其中的HB系统总线,就属于AMBA总线,应用于高性能、高时钟频率的系统模块,构成高性能的系统骨干总线
[0549.40-0557.40] 而APP总线作为二级总线,通过桥与HB总线相连,主要用于中低速设备的互联
[0557.40-0567.40] 除了ARM公司推出的AMBA总线外,还有开源的Wishbomb总线,用于芯片内部软核、固核以及硬核之间的互联
[0567.40-0578.40] 可大大降低芯片内部系统组件集成的难度,提高系统组件的可重用性、可靠性和可移置性,大大提高芯片开发速度
[0578.40-0593.46] 请同学们注意,在追求集资性能的通用计算领域,例如INTER和AMD的X86处理器,厂商普遍采用自言的专有片上互联技术,而非公开的片上总线标准
[0593.46-0603.46] 这与基于IP和附用,强调快速集成的开放生态形成了鲜明对比,反映了两种不同的芯片设计哲学和商业模式
[0603.46-0614.10] 系统总线,包括地址总线、数据总线、控制总线,是用来连接CPU、主存IOMO块等主要功能部件的信息主干道
[0614.10-0624.42] 它与CPU引脚直接相连,随着总线架构的演技,系统总线也被称为主机总线、CPU总线、潜能总线FSB
[0624.42-0632.42] 作为CPU与其他功能部件进行数据交换的信息主干道,系统总线通常采用同步传输方式
[0632.42-0641.46] 早期的系统总线一般采用并行传输总线,最新的高速系统总线左采用串形传输总线
[0641.46-0649.55] 按照系统总线的发展,系统总线分为单总线结构、双总线结构、三总线结构以及高性能总线
[0649.55-0653.97] 我们将在本章后续课程中做进一步介绍
[0653.97-0659.97] IOMO总线是计算机系统中连接各类中低速IOMO设备的正确通道
[0659.97-0668.00] IOMO总线通过专用调节芯片与高速总线相连,实现了低速设备与高速总线的分离
[0668.00-0671.00] 从而有效提升总线系统的整体性能
[0671.00-0681.29] 随着计算机系统性能的发展,早期的系统总线,例如ISA总线、ESA总线等,以演变成IOMO总线
[0681.29-0688.29] 外部总线一般是指通信总线,用于实现计算机与外部系统或独立设备
[0688.29-0694.29] 例如控制仪表、测试仪器、其他计算机等非标准IOMO设备之间的数据通信
[0694.29-0698.29] 由于外部总线所连接系统或设备的特性
[0698.29-0704.29] 例如连接方式、传输速率、传输距离以及工作方式等,千差万别
[0704.29-0707.29] 因此外部总线的种类繁多
[0707.29-0716.58] 例如RS232、RS485、HRE488、USB、HRE1394、ESATA等
[0716.58-0721.58] 相对于外部总线,系统总线和IOMO总线也可以称为内部总线
[0721.58-0726.58] 至此,我们就从多个角度对总线进行了分类
[0726.58-0733.58] 可能有些同学已经发现了,这些分类中的总线并不一定仅属于某一特定分类
[0733.58-0738.58] 例如,按总线功能分类,可分为地质总线、数据总线、控制总线
[0738.58-0745.58] 它们构成了系统总线,而系统总线属于按总线所处位置进行分类这个类别
[0745.58-0753.70] 需要说明的是,本节课的重点是对总线进行分类,而不是具体某种总线的工作原理
[0753.70-0759.83] 本节课所涉及的一些总线,还会在本章后续课程中给同学们进一步介绍
[0759.83-0766.83] 接下来,请同学们趁热打铁,挑战这道与本节课内容相关的408考研整体
[0766.83-0777.50] 请同学们暂停播放视频,思考一下,然后给出你的答案
[0777.50-0783.50] 本题的答案是选项C,大家都选对了吗?我们来一起分析一下,如族所示
[0783.50-0790.50] 这是本节课所介绍过的,按照总线功能进行分类时,属于系统总线中的控制总线
[0790.50-0796.50] 用于传说控制信号、状态信号、请求信号、握手信号、时期信号等
[0796.50-0805.50] 因此,本题选项C中的握手应答信号,不可能出现在属于系统总线中的数据总线上
[0805.50-0815.54] 而应出现在属于系统总线中的控制总线上,而指令操作数、中单类型号都可以当作数据在数据总线上传说
[0815.54-0819.54] 总上所述,本题的答案是选项C
[0819.54-0826.86] 好的,本节课到这里就结束了,请同学们快速回忆一下本节课的主要内容
[0826.86-0855.97] 同学们,我们下节课见
