[0003.25-0007.25] 同学们好,欢迎大家来到我的计算机组成原理维克堂。
[0508.27-0516.37] 首先挑战2011年的提示期,我们给出一个和本题相关的会员程序举例作为提示,
[0516.37-0521.37] 并且还给出了我们在第三章有关运算机的那节课中,
[0521.37-0525.37] 曾给同学们简单介绍过的一些典型标志位的含义。
[0525.37-0532.43] 好的,请同学们暂停播放视频,动手练习一下,然后给出你的答案。
[0532.43-0541.90] 本题的答案是选项C,大家都选对了吗?
[0541.90-0546.90] 我们来一起分析一下,首先来看左侧的会员程序举例。
[0546.90-0555.94] 第一步,分别使用数据传送指令Mode将两个要比较大小的无符号数分别送入计存器R0和R1。
[0555.94-0563.97] 第二步,使用比较指令CMP来比较计存器R0中的内容与计存器R1中的内容的大小。
[0563.97-0573.97] 这实际上是做减法,LU会根据运算结果自动设置相关标志位,由于参与运算的是无符号数,
[0573.97-0585.97] 因此我们不用考虑这两个与有符号数运算相关的标志位,因此选项A、B、D就可以排除了,可以得出本题的答案是选项C。
[0585.97-0590.97] 我们继续分析左侧的程序,以便来验证一下选项C。
[0590.97-0602.97] 第三步,使用条件转移指令BGT,当之前比较指令中的第一个操作数大于第二个操作数时,条件成立会跳转到标差处进行执行。
[0602.97-0609.03] 由于之前的比较指令CMP,是将第一个操作数减去第二个操作数。
[0609.03-0621.03] 如果第一个操作数大于第二个操作数,则运算结果必然大于0,因此0标志位ZF的值为0,并且做减法时不会向最高位借位。
[0621.03-0632.06] 因此,近位借位标志ZF的值为0,将ZF和ZF的值带入选项C所给出的逻辑表达式,可以发现是成立的。
[0633.06-0642.96] 再来挑战2018年的题19,请同学们暂停播放视频,动手练习一下,然后给出你的答案。
[0642.96-0656.24] 本题的答案是选项A,大家都选对了吗?我们来一起分析一下,本题并没有说明,
[0656.24-0670.24] 计存器R1和R2中的内容是有符号数还是无符号数,那么我们首先把他们看作是有符号数,这样题目给定的减法指令就是进行以下补码减法运算。
[0670.24-0682.27] 我们知道补码减法运算可以转换成补码加法运算,对于本题,需要将计存器R2中的有符号数的补码转换成这个有符号数的相反数的补码,
[0682.27-0693.27] 转换方法,同学们应该早就烂出于心了,那就是全部为安慰取反莫为加一,这样就将补码减法运算转换成了补码加法运算,
[0693.27-0705.56] 带入相关补码进行补码加法运算,我们将十六经济形式转换成二经济形式,最高位就是补码的符号位,进行补码加法运算,
[0705.56-0736.80] 我们在这一行记录净位情况,从最低位开始进行加法运算,这是第四位相加的结果,我们来看下一位相加,一加一等于一零,写零,向高位进一,再来看下一位相加,一加一等于一零,写零,向高位进一,剩余各位的加法运算以此类推,我们就不再赘述了,这样我们就得出了,
[0737.80-0768.52] 本题中补码加法运算的结果,请同学们思考一下,在上述运算过程中是否产生了异出呢?我们在第三章有关补码加减法运算的异出检测的那些课中,给同学们介绍过三种方法,本题适合采用方法二,也就是根据运算过程中最高数值位的净位,与符号位的净位是否一致进行判断,我们用该方法对本题进行判断,
[0768.52-0798.45] 这是最高数值位的净位,这是符号位的净位,可以发现他们相等,因此可知未产生异出,相应的异出标志位of的值被设置为零,在第三章有关补码加减法运算的异出检测的那些课中,我们还给同学们介绍了,符号位净位的值为魔术,应该舍弃,从本题运算结果的符号位为零可值,运算结果的真值大于零,
[0798.45-0825.86] 这就表明,计存器而一中的有符号数大于计存器而二中的有符号数,因此检法不会产生借位,相应的净位借位标志cf的值被设置为零,可能有的同学会产生这样的疑问,cf标志位不是用于无符号数加减法运算的吗?而我们现在进行的是有符号数的加减法运算,关于这个疑问,我们稍后再解释。
[0825.86-0835.70] 接下来,请同学们思考一下,本题有没有快一点的解题方法,我们来一起分析一下。
[0835.70-0851.40] 若题目给定的两个操作数是有符号数,则,计存器而一和计存器而二中的内容,分别是这两个操作数的补码,不能看出,该补码所表示的真值,就是32位补码和表示的最大负数。
[0851.40-0858.03] 该补码所表示的真值,是32位补码表示的负数,但不是最大负数。
[0858.03-0869.03] 因此,两个操作数同为负,我们知道,两个同符号的数,例如同正或同负,相加时才可能产生一出。
[0869.03-0875.03] 本题是两个复数相见,因此不会产生一出,OF被设置为零。
[0875.03-0882.53] 而我们之前刚刚分析出,计存器而一中的有符号数,是32位补码和表示的最大负数。
[0882.53-0889.03] 计存器而二中的有符号数,是32位补码表示的负数,但不是最大负数。
[0889.03-0897.03] 因此,而一中的有符号数,简去而二中的有符号数,不会产生界位,CF被设置为零。
[0897.03-0906.24] 请同学们再思考一下,本题还有没有更快的解体方法,我们来一起分析一下。
[0906.24-0915.74] 如果将计存器而一和计存器而二中的内容,都看作是无符号数,则而一中的无符号数,大于而二中的无符号数。
[0915.74-0927.74] 因此,而一中的无符号数,简去而二中的无符号数,不会产生界位,CF被设置为零,也不会产生一出,OF被设置为零。
[0927.74-0937.77] 这次,可能有的同学又产生了疑问,OF标志位不是用于有符号数的运算吗?而我们现在进行的是无符号数的运算了。
[0937.77-0946.46] 那么,接下来呢,我们就来解释一下,之前关于CF标志位的疑问,以及现在关于OF标志位的疑问。
[0947.06-0956.06] 我们在第3章,有关串行近位加法器的印价逻辑实现的那节课中,给同学们介绍过加法器的印价实现。
[0956.06-0963.65] 对于印价实现,它并不知道参与加法运算的操作数是无符号数还是有符号数。
[0963.65-0972.22] 换句话说,同一印价实现,既可以用于无符号数的加法运算,也可以用于有符号数的加法运算。
[0972.78-0979.78] 那么,参与运算的数到底是无符号数还是有符号数呢?又该如何区分呢?
[0979.78-0989.00] 这实际上属于软件视角,例如编译器根据汇编指定的类型,或者从程序员的视角来看。
[0989.00-0999.00] 了解了上述知识后,我们还进一步引出了同一印价实现,在进行无符号数加法运算时如何判断溢出的方法。
[0999.00-1009.60] 另外,我们还给同学们介绍了如何对加法器进行简单改造,使其既可以做加法运算,也可以做减法运算。
[1009.60-1017.60] 改造后的印价仍然既可以用于有符号数的加点法运算,也可以用于无符号数的加点法运算。
[1018.10-1038.39] 中上所说,对于溢出标志位OF和净位界位标志位CF,如果从软件角度来看,OF用于表示有符号数运算溢出,CF用于表示无符号数运算产生净位和界位。
[1039.39-1046.04] 他并不知道OF用于有符号数,CF用于无符号数。
[1046.04-1055.54] 请同学们注意,该图仅给出了溢出标志位OF的产生方法,也就是最高位的净位与次高位的净位进行异货。
[1055.54-1065.54] 从软件角度看,这是补码加法运算判断溢出的方法,即最高数值位的净位与符号位的净位相同,则表示没有溢出。
[1065.54-1070.54] OF等于零,否则表示溢出,OF等于一。
[1070.54-1085.55] 下图给出的是,在有溢出标志位OF和净位界位标志位CF的串形净位加法器的硬价逻辑实现,将该硬价逻辑实现,用于有符号数加减法运算时。
[1085.55-1092.12] 从软件角度看,最高位为补码的符号位,这是符号位产生的净位。
[1092.12-1099.12] 溢出标志位OF,就是最高数值位的净位与符号位的净位进行异货的结果。
[1099.12-1106.28] 尽管从硬价角度看,除了溢出标志位OF,还会生成净位界位标志位CF。
[1106.28-1110.28] 但从软件角度,我们并不用关心该标志位。
[1110.28-1116.13] 再来看将该硬价逻辑实现,用于无符号数加减法运算的情况。
[1116.13-1123.13] 若电路右侧的加减法选择控制端SUB的输入为0,则表示进行加法运算。
[1123.13-1129.19] 该位还会作为向最低位的净位,但这并不会影响加法运算结果。
[1129.19-1136.76] 由于SUB输入的是0,这会使得操作数外的各个位直接通过相应的异货门进行输出。
[1137.26-1144.61] 竟然可以与操作数X的各个位通过相应的一位全家器FA进行加法运算。
[1144.61-1152.11] SUB输入的0作为该硬货门的一个输入,最高位的净位CN作为该硬货门的另一个输入。
[1152.11-1159.61] 此时,最高位的净位CN通过该硬货门直接输出作为净位界位标志位CF。
[1159.61-1164.20] 若最高位的净位CN为0,则CF为0。
[1164.20-1175.36] 换句话说,作加法时,若最高位的净位CN为0,表示没有产生净位,也可认为无符号数加法运算没有产生异出。
[1175.36-1179.36] 若最高位的净位CN为1,则CF为1。
[1179.36-1190.75] 换句话说,作加法时,若最高位的净位CN为1,表示产生的净位,也可认为无符号数加法运算产生异出。
[1190.75-1197.78] 若电路右侧的加减法选择控制端SUB的输入为1,则表示进行减法运算。
[1197.78-1204.78] 由于SUB输入的是1,这会使得操作数外的各个位通过相应的异货门进行取反输出。
[1204.78-1211.78] 进而可以与操作数X的各个位通过相应的一位全家器FA进行加法运算。
[1211.78-1220.10] SUB输入的1,还会作为向最低位的净位,这样就利用加法器实现了减法运算。
[1220.10-1228.29] SUB输入的1,作为该亿货门的一个输入,最高位的净位CN,作为该亿货门的另一个输入。
[1228.29-1237.32] 此时,最高位的净位CN通过该亿货门取反输出,作为净位界位标志为CF。
[1237.32-1241.52] 若最高位的净位CN为0,则CF为1。
[1242.52-1252.52] 换句话说,作减法时,若最高位的净位CN为0,表示产生的界位,也可认为无符号数减法运算产生了一出。
[1252.52-1256.71] 若最高位的净位CN为1,则CF为0。
[1256.71-1267.71] 换句话说,作减法时,最高位的净位CN为1,表示没有产生界位,也可认为无符号数减法运算没有产生一出。
[1267.71-1276.09] 尽管从硬价角度看,除了净位界位标志为CF,还会生成亿出标志为OF,
[1276.09-1280.16] 但从软件角度,我们并不用关心该标志为。
[1280.16-1287.44] 总上所述,希望同学们对2018年的这道408真题有进一步的理解。
[1287.44-1290.64] 好的,本节课到这里就结束了。
[1290.64-1297.93] 我们将本节课的主要内容小节如下。
[1297.93-1299.93] 同学们,我们下节课见!
