[0003.92-0007.92] 同學們好,歡迎大家來到我的計算機組成員裡威克堂
[0352.39-0357.69] 該運算結果實際上就是第三條指令所需的其中一個原操作數
[0357.69-0360.19] 當該指令進入到寫回功能段時
[0360.19-0363.19] 才能將其寫入到基存器R3中
[0363.19-0366.89] 而所存在前面這個流水基存器中的其中兩個數據
[0366.89-0368.39] 是中間這條指令
[0368.39-0370.89] 之前在一碼功能段進行處理時
[0370.89-0374.79] 從基存器組中讀出的兩個原操作數
[0374.79-0376.29] 這是中間這條指令
[0376.29-0380.69] 當前在執行功能段進行處理時得到的運算結果
[0380.69-0382.09] 這是第三條指令
[0382.09-0384.49] 當前在一碼功能段進行處理時
[0384.49-0387.79] 從基存器組中讀取到的兩個原操作數
[0387.79-0391.19] 很顯然,從基存器R3讀出的原操作數
[0391.19-0395.39] 實際上並不是該指令真正所需要的那個原操作數
[0395.39-0397.09] 當下一個時鐘到來時
[0397.09-0400.99] 這三條指令各自進入下一個功能段進行處理
[0400.99-0403.49] 與此同時,他們各自所需的數據
[0403.49-0406.19] 也被所存到相應的流水基存器中
[0406.19-0408.79] 以便他們各自當前所在功能段使用
[0408.79-0411.95] 如如所示
[0411.95-0412.85] 可以看到
[0412.85-0415.15] 位於執行功能段進行處理的指令
[0415.15-0416.15] 其所需的
[0416.15-0420.75] 所存在該流水基存器中的其中一個原操作數是錯誤的
[0420.75-0423.45] 而真正所需的正確的原操作數
[0423.45-0426.85] 實際上所存在最後面這個流水基存器中
[0426.85-0431.95] 因此,可以想辦法將其重定向到執行功能段的合適位置
[0431.95-0435.75] 供該指令在執行功能段中進行處理時使用
[0435.75-0437.05] 需要說明的是
[0437.05-0438.75] 為了統一處理
[0438.75-0444.14] 該數據旁路是從顯回功能段中的多路選擇器的輸出端引出的
[0444.14-0447.84] 至此,我們就有舉例說明了兩條數據旁路
[0447.84-0450.82] 這是第一個例子中的數據旁路
[0450.82-0453.32] 這是第二個例子中的數據旁路
[0453.32-0457.48] 請同學們好好體會並記憶
[0457.48-0460.81] 好的,再來看這個例子
[0460.81-0461.81] 可以發現
[0461.81-0464.61] 當前位於執行功能段進行處理的指令
[0464.61-0469.11] 與位於仿存功能段進行處理的指令存在Raw相關
[0469.11-0472.81] 相信同學們通過參考之前剛剛舉過的兩個例子
[0472.81-0474.21] 並不難想到
[0474.21-0478.21] 可將仿存指令Raw在仿存功能段進行處理時
[0478.21-0480.51] 從數據存儲器中讀出的數據
[0480.51-0481.81] 通過數據旁路
[0481.81-0484.21] 重定向到執行功能段的合適位置
[0484.21-0488.66] 供當前在執行功能段進行處理的加法指令使用
[0488.96-0491.86] 沒錯,確實可以實現這樣的邏輯功能
[0491.86-0495.96] 但是,這樣就會使得執行功能段的關鍵路徑延遲
[0495.96-0499.16] 從原本ALU進行計算所需的時長
[0499.16-0501.26] 增大到了ALU計算時長
[0501.26-0506.16] 再加上在仿存功能段讀取數據存儲器所需的時長
[0506.16-0509.06] 我們知道,對數據存儲器的訪問延遲
[0509.06-0511.96] 遠大於對計存器的訪問延遲
[0511.96-0514.36] 而我們之前的舉例1和舉例2
[0514.36-0516.56] 只涉及到計存器的訪問
[0516.56-0517.96] 舉例1的情況是
[0518.06-0520.96] 存在ROW相關的兩條相鄰指令中
[0520.96-0523.66] 前一條指令並不是仿存指令
[0523.66-0525.06] 舉例2的情況是
[0525.06-0528.86] 第三條指令與第一條指令存在ROW相關
[0528.86-0531.92] 但第一條指令並不是仿存指令
[0531.92-0533.92] 好的,我們回到本例
[0533.92-0536.32] 我們知道,指令流水線的頻率
[0536.32-0538.82] 取決於流水線中最慢的功能段
[0538.82-0540.72] 也就是短板效應
[0540.72-0543.52] 這是我們在有關指令流水線的第一次課中
[0543.52-0545.32] 就給同學們介紹過的內容
[0545.32-0553.39] 忘記了的同學,請快速回憶一下
[0553.39-0555.89] 因此,對於本例所示的情況
[0555.89-0558.29] 若採用途中所示的數據旁路
[0558.29-0560.79] 則會使流水線頻率嚴重降低
[0560.79-0561.79] 總上所述
[0561.79-0564.39] 我們將相鄰兩條指令存在數據相關
[0564.39-0567.29] 且前一條指令是仿存指令的情況
[0567.29-0569.59] 稱為ROW的幼子相關
[0569.59-0572.79] 這種數據相關不能採用數據旁路處理
[0572.79-0574.69] 對於ROW的幼子相關
[0574.69-0576.89] 必須在相關的兩條相鄰指令之間
[0576.89-0578.89] 插入一個氣泡來消除
[0578.99-0580.79] 可以在執行功能段實現
[0580.79-0582.79] 也可以在一碼功能段實現
[0582.79-0584.09] 我們來舉例說明
[0584.09-0587.09] 當一碼功能段檢測到ROW的幼子相關後
[0587.09-0590.92] 在執行功能段插入一個氣泡
[0590.92-0594.12] 這是仿存指令在仿存功能段進行處理時
[0594.12-0596.52] 從數據存儲器讀取的數據
[0596.52-0598.32] 當下一個時鐘到來時
[0598.32-0600.82] 仿存指令進入到寫回功能段
[0600.82-0604.62] 相應的數據被所存到該流水計算器中
[0604.62-0607.62] 而加法指令進入執行功能段進行處理
[0607.72-0610.32] 此時可以採用這條數據旁路
[0610.32-0613.52] 將之前從數據存儲器中讀出的數據
[0613.52-0616.42] 重定向到執行功能段的合適位置
[0616.42-0620.22] 以便加法指令在執行功能段進行處理時使用
[0620.22-0624.72] 這樣就消除了兩條相鄰指令的ROW的幼子相關
[0624.72-0626.12] 請同學們注意
[0626.12-0628.52] 本節課介紹的數據旁路機制
[0628.52-0631.52] 都是基於執行功能段執行指令的
[0631.52-0634.42] 而現代MIPS處理器將分支指令
[0634.42-0636.82] 提前到了一碼功能段執行
[0636.82-0638.82] 實際上我們在之前的
[0638.82-0640.82] 有關指令流水線的控制衝突
[0640.82-0642.62] 及其解決方案的那些課中
[0642.62-0644.22] 曾給同學們對比過
[0644.22-0647.42] 相較於分支指令在執行功能段執行
[0647.42-0649.82] 將其提前到一碼功能段執行
[0649.82-0652.02] 可以減少插入氣泡的數量
[0652.02-0654.82] 進而提高指令流水線的吞吐量
[0654.82-0655.62] 當然了
[0655.62-0659.92] 這需要在一碼功能段增加比較器和地址加法器
[0659.92-0662.12] 同理對於本節課介紹的
[0662.12-0665.52] 用於解決ROW衝突的數據旁路機制
[0665.52-0668.52] 如果將分支指令提前到一碼功能段執行
[0668.52-0672.47] 就需要增加去往一碼功能段的數據旁路
[0672.47-0674.69] 我們來舉例說明
[0674.69-0675.59] 可以看到
[0675.59-0678.79] 本例中出於一碼功能段進行處理的分支指令
[0678.79-0681.79] 與出於執行功能段進行處理的加法指令
[0681.79-0683.79] 存在ROW相關
[0683.79-0686.09] 如果將ALU輸出的運算結果
[0686.09-0687.59] 通過這條數據旁路
[0687.59-0690.29] 直接重定向到一碼功能段的合適位置
[0690.29-0694.39] 供當前在一碼功能段進行執行的分支指令使用
[0694.39-0696.59] 雖然可以消除ROW衝突
[0696.59-0701.29] 但會造成一碼功能段的關鍵路徑延遲時間大大增加
[0701.29-0704.09] 因為相較於對計存器的訪問
[0704.09-0707.39] ALU的運算需要花費較長的時間
[0707.39-0708.49] 總上所說
[0708.49-0710.49] 不應採用這條數據旁路
[0710.49-0713.69] 而應在這兩條指令之間插入一個氣泡
[0713.69-0718.09] 否則會使一碼功能段的關鍵路徑延遲時間大大增加
[0718.09-0719.49] 根據短板效應
[0719.49-0722.52] 指令流水線的頻率會嚴重降低
[0722.52-0723.32] 好的
[0723.32-0727.02] 接下來我們在這兩條指令之間插入一個氣泡
[0727.02-0728.12] 如同所示
[0728.12-0729.82] 當下一個時鐘到來時
[0729.82-0733.22] 加發指令進入到仿存功能段進行處理
[0733.22-0736.02] 分支指令被阻塞在一碼功能段
[0736.02-0738.22] 執行功能段被插入一個氣泡
[0738.22-0740.72] 也就是一條空操作指令
[0740.72-0741.62] 我們知道
[0741.62-0744.32] 隨著加發指令進入到仿存功能段
[0744.32-0747.42] 其在執行功能段進行處理時得到的運算結果
[0747.42-0751.12] 也同時被所存到了後面的這個流水計存器中
[0751.12-0752.92] 可通過這條數據通路
[0752.92-0756.82] 將運算結果重定向到一碼功能段中的合適位置
[0756.82-0761.83] 共當前在一碼功能段進行執行的分支指令使用
[0761.83-0765.22] 這樣就消除了IOW衝突
[0765.22-0766.82] 再來看這個例子
[0766.82-0767.72] 可以看到
[0767.72-0770.62] 本來一中處於一碼功能段進行處理的分支指令
[0770.62-0775.22] 與處於仿存功能段進行處理的仿存指令存在勒底幼子相關
[0775.22-0778.42] 我們知道這是一種特殊的IOW相關
[0778.42-0779.82] 如果將仿存結果
[0779.82-0784.02] 通過這條數據旁路直接重定向到一碼功能段的合適位置
[0784.02-0788.02] 共當前在一碼功能段進行執行的分支指令使用
[0788.02-0790.32] 雖然可以消除漏的幼子衝突
[0790.32-0794.32] 但會造成一碼功能段的關鍵路徑延遲時間大大增加
[0794.32-0796.52] 因為相較於對計存器的訪問
[0796.52-0799.92] 對存儲器的訪問需要花費繳長的時間
[0799.92-0800.92] 總上所述
[0800.92-0802.62] 不應採用這條數據旁路
[0802.62-0804.62] 而應採用插入氣爆的方法
[0804.62-0808.62] 否則會使一碼功能段的關鍵路徑延遲時間大大增加
[0808.62-0810.02] 根據短板效應
[0810.02-0812.92] 指令流水線的頻率會嚴重降低
[0812.92-0813.92] 如都所示
[0813.92-0815.72] 當下一個失蹤到來時
[0815.72-0818.82] 仿存指令進入到血回功能段進行處理
[0818.82-0821.32] 分支指令被阻塞在一碼功能段
[0821.32-0823.52] 執行功能段被插入一個氣泡
[0823.52-0825.72] 也就是一條空操作指令
[0825.72-0826.62] 我們知道
[0826.62-0829.32] 隨著仿存指令進入到血回功能段
[0829.32-0832.72] 其在仿存功能段進行處理時得到的仿存結果
[0832.72-0836.72] 也同時被所存到了後面的這個流水積存器中
[0836.72-0837.42] 此時
[0837.42-0839.22] 可通過這條數據通路
[0839.22-0843.22] 將仿存結果重定向到一碼功能段中的合適位置
[0843.22-0847.32] 供當前在一碼功能段進行執行的分支指令使用
[0847.32-0848.12] 另外
[0848.12-0850.72] 此時被阻塞在一碼功能段的分支指令
[0850.72-0855.82] 與處於仿存功能段進行處理的加法指令存在RAW相關
[0855.82-0856.52] 因此
[0856.52-0859.02] 可將該流水積存器中所存的
[0859.02-0862.42] 該加法指令之前在執行功能段中進行處理時
[0862.42-0864.52] 得到的ALU的運算結果
[0864.52-0866.12] 通過這條數據旁路
[0866.12-0868.82] 直接重定向到一碼功能段的合適位置
[0868.82-0872.85] 供當前在一碼功能段的分支指令使用
[0872.85-0873.55] 這次
[0873.55-0875.25] 我們就通過多個例子
[0875.25-0878.15] 給同學們介紹了數據旁路的相關知識
[0878.15-0880.35] 我們將RAW衝突的解決方案
[0880.35-0882.95] 也就是上幾課介紹的插入氣泡法
[0882.95-0885.25] 和本節課介紹的數據旁路法
[0885.25-0887.15] 總結到下表中
[0887.15-0888.55] 需要說明的是
[0888.55-0892.95] 以上不包含將分支指令提前到一碼功能段執行的情況
[0892.95-0893.55] 好的
[0893.55-0895.55] 請同學們暫停播放視頻
[0895.55-0901.88] 再好好梳理一下
[0901.88-0902.58] 好的
[0902.58-0903.58] 在此基礎上
[0903.58-0904.68] 我們直接給出
[0904.68-0907.08] 在由單週期Mips的專用數據通路
[0907.08-0910.28] 改造而來的標準五段指令流水線的基礎上
[0910.28-0911.48] 使用數據旁路
[0911.48-0914.98] 來解決RAW衝突的硬件邏輯架構
[0914.98-0915.88] 可以看到
[0915.88-0919.70] 我們在執行功能段中增加了兩個多的選擇器
[0919.70-0921.70] 從這裡引了一條數據旁路
[0921.70-0925.50] 連接到兩個多的選擇器各自的二號數據端口
[0925.50-0927.50] 還從這裡引了一條數據旁路
[0927.50-0929.30] 連接到兩個多的選擇器
[0929.30-0931.50] 各自的一號數據端口
[0931.50-0932.90] 而兩個多的選擇器
[0932.90-0934.70] 各自的零號數據端口
[0934.70-0937.10] 分別連接的是前面這個流水基礎器
[0937.10-0939.90] 所存的RS基礎器的內容輸出端
[0939.90-0942.96] 和RT基礎器的內容輸出端
[0942.96-0944.96] 這是用於兩個多的選擇器
[0944.96-0947.96] 各自的選擇輸出控制端的信號
[0947.96-0949.26] 請同學們注意
[0949.26-0951.16] 本地中給出的數據旁路
[0951.16-0953.96] 是基於執行功能段執行指令的
[0953.96-0957.66] 並沒有實現將分支指令提前到一碼功能段執行時
[0957.66-0959.36] 相應的數據旁路
[0959.36-0963.72] 否則還需要增加去往一碼功能段的數據旁路
[0963.72-0964.32] 好的
[0964.32-0966.92] 我們在此基礎上進行分析
[0966.92-0968.72] 之前已經舉例說明了
[0968.72-0972.12] 數據旁路中漏的幼子相關引起的ROW衝突
[0972.12-0975.02] 仍然需要通過插入氣泡的方式來消除
[0975.02-0975.72] 因此
[0975.72-0978.52] 首要任務是檢測漏的幼子相關
[0978.52-0981.22] 這是檢測漏的幼子相關的邏輯表達式
[0981.22-0982.92] 我們來一起分析
[0982.92-0984.32] 這部分的含義是
[0984.32-0987.72] 出於一碼功能段的指令需要讀RS基存器
[0987.72-0990.22] 並且RS基存器的編號不為0
[0990.22-0993.32] 因為編號為0的基存器是橫鱗基存器
[0993.32-0995.82] 也就是讀數為0寫入無效
[0995.82-0999.98] 因此不需要考慮0號基存器的ROW相關
[0999.98-1001.28] 這部分的含義是
[1001.28-1003.08] 出於執行功能段的指令
[1003.08-1005.98] 其相應的存儲器讀控的信號有效
[1005.98-1009.48] 這意味著該指令進入仿存功能段進行處理時
[1009.48-1012.31] 會對存儲器進行讀操作
[1012.31-1013.61] 這部分的含義是
[1013.61-1015.31] 出於執行功能段的指令
[1015.41-1017.91] 其最終寫基存器時使用的編號
[1017.91-1022.11] 與出於一碼功能段的指令讀基存器時使用的編號相同
[1022.11-1024.21] 也就是同一個基存器
[1024.21-1027.01] 當這三部分都成立時就表明
[1027.01-1029.81] 檢測到了當前出於一碼功能段的指令
[1029.81-1031.81] 與出於執行功能段的指令
[1031.81-1035.51] 在RS基存器的訪問上存在漏的幼子相關
[1035.51-1036.21] 同理
[1036.21-1039.91] 這是針對RT基存器進行檢測的邏輯表達式
[1039.91-1042.13] 我們就不再追溯了
[1042.13-1043.43] 需要說明的是
[1043.43-1044.53] 在上圖中
[1044.53-1048.43] 只實現了針對存儲器的寫控制信號MEMRAID
[1048.43-1052.73] 而沒有實現針對存儲器讀控制信號MEMRAID
[1052.73-1053.63] 這是因為
[1053.63-1057.53] 乾信號與MEM2REG信號是同步的
[1057.53-1063.28] 因此可以用MEM2REG信號代替MEMRAID信號
[1063.28-1064.48] 下面給出的是
[1064.48-1067.28] 檢測到漏的幼子相關時的處理邏輯
[1067.28-1069.08] 也就是插入氣泡
[1069.08-1069.88] 實際上
[1069.88-1070.98] 我們在上節課
[1070.98-1074.38] 已經給同學們介紹過了插入氣泡的處理邏輯
[1074.38-1076.58] 因此就不再追溯了
[1076.58-1077.18] 接下來
[1077.18-1079.78] 我們給出數據旁路的處理邏輯
[1079.78-1082.98] 也就是這兩個多路選擇器各自的控制信號
[1082.98-1086.98] 在一碼功能段產生並送入該流水基存器
[1086.98-1089.78] 我們以RS基存器為例進行說明
[1089.78-1094.18] 如果檢測到一碼功能段與執行功能段存在RW相關
[1094.18-1099.68] 則控制這個多路選擇器將自己的二號輸入端口的數據進行輸出
[1099.68-1104.28] 如果檢測到一碼功能段與仿存功能段存在RW相關
[1104.28-1109.48] 則控制這個多路選擇器將自己的一號輸入端口的數據進行輸出
[1109.48-1112.78] 否則也就是為檢測到RW相關
[1112.78-1118.31] 則控制這個多路選擇器將自己的零號輸入端口的數據進行輸出
[1118.31-1121.41] 這是針對RT基存器的數據旁路處理邏輯
[1121.41-1123.41] 我們就不再追溯了
[1123.41-1124.11] 接下來
[1124.11-1128.01] 為了加深同學們對數據旁路流水線的理解和記憶
[1128.01-1130.71] 請同學們自行完成該練習
[1130.71-1133.41] 不知同學們是否還記得這段程序
[1133.41-1135.01] 我們在上節課的最後
[1135.01-1138.61] 請同學們將其帶入氣泡流水線進行分析
[1138.61-1139.71] 而本節課
[1139.71-1143.61] 請同學們將其帶入數據旁路流水線進行分析
[1143.61-1150.01] 以便同學們對指令流水線中的RW衝突的這兩種解決方案進行對比
[1150.01-1151.01] 提示一下
[1151.01-1154.21] 對於由漏的用字相關引起的RW衝突
[1154.21-1157.11] 不能採用數據旁路的方式進行消除
[1157.11-1160.80] 仍需要採用插入氣泡方式進行消除
[1160.80-1161.50] 好的
[1161.50-1163.60] 請同學們暫停播放視頻
[1163.60-1170.51] 務必動手練習一下
[1170.51-1172.61] 希望同學們都能正確完成
[1172.61-1177.71] 我們就不再追溯了
[1177.71-1179.01] 通過本節課的學習
[1179.01-1183.31] 我們知道在採用數據旁路機制優化指令流水線後
[1183.31-1186.81] RW相關引起的數據衝突以基本解決
[1186.81-1190.01] 僅在漏的用字相關時需要插入一個氣泡
[1190.01-1192.61] 流水線效率因此顯著提高
[1192.61-1195.41] 此時,由分支指令引起的控制衝突
[1195.41-1198.71] 成為了影響流水線性能的主要因素
[1198.71-1201.21] 遵循加速成見事件的設計原則
[1201.21-1205.01] 因重點減少分支指令帶來的延遲損失
[1205.01-1209.11] 為此,可考慮將分支判斷與地址計算等操作
[1209.11-1211.41] 提前到一馬功能段完成
[1211.41-1213.61] 為進一步降低分支延遲
[1213.61-1216.31] 通常採用兩種分支預測技術
[1216.31-1218.71] 一種是靜態分支預測
[1218.71-1222.11] 這種技術依賴於編譯器提供的靜態信息
[1222.11-1224.51] 對分支目標地址進行預測
[1224.51-1227.11] 此類預測策略是固定不變的
[1227.11-1230.31] 不隨程序運行式的實際分支行為而調整
[1230.31-1234.30] 一般基於簡單的規則或模式進行判斷
[1234.30-1236.50] 另一種是動態分支預測
[1236.50-1241.20] 這種技術通過追蹤和分析分支指令的實際執行歷史
[1241.20-1245.20] 在程序運行過程中自適應的更新預測策略
[1245.20-1249.50] 這種方法能夠隨著程序行為的演變而不斷優化
[1249.50-1252.80] 因此通常具備更高的預測準確率
[1252.80-1254.60] 目前動態分支預測
[1254.60-1259.17] 已成為高性能處理器設計中廣泛採用的關鍵技術
[1259.17-1262.87] 分支預測技術已超出本課程的教學大綱
[1262.87-1266.86] 有興趣的同學可自行查閱相關資料
[1266.86-1269.66] 好的本節課到這裡就結束了
[1269.66-1290.77] 請同學們快速回憶一下本節課的主要內容
[1290.77-1292.71] 同學們我們下節課見
